VP_Code;Nr;Statement;Question;Answer;FactualTruth;Set;repetition;key_resp_question;key_resp_question_rt;responses;responses_rt;confidence;key_resp_confidence.rt;trials_judgment_phase.thisTrialN;day;Geschlecht;Muttersprache;Studienfach;psychopyVersion
21_FE700;112;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag.;Wie viele Eier legt eine Bienenkönigin durchschnittlich am Tag?;- 500 -;False;B;1;space;1.72736180003267;1;3.98363219993189;2;0.365083700045943;31;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;111;Der Erfinder des Bikinis war ursprünglich Schuhdesigner.;Was designte der Erfinder des Bikinis ursprünglich?;- Schuhe -;False;B;1;space;1.56352790002711;1;1.22787190007512;2;0.349268599995412;32;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;94;Der Speisesaal eines Klosters wird Refektorium genannt.;Wie wird der Speisesaal eines Klosters genannt?;- Refektorium -;True;B;1;space;1.17818879999686;1;1.26248319994193;3;0.445781599963084;33;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;1;Lybien ist das einzige Land mit einer einfarbigen Flagge.;Wie lautet das einzige Land mit einer einfarbigen Flagge?;- Lybien - ;True;A;0;space;3.59708229999524;0;2.20948540000245;1;0.873739499947987;34;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;67;Frauen blinzeln fast doppelt so viel wie Männer.;Welches biologische Geschlecht blinzelt häufiger?;- Weibliches -;True;B;1;space;1.63447569997516;1;1.02933089993894;3;0.721829000045545;35;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;96;Alexander Graham Bell erfand das Tragflügelboot.;Wer erfand das Tragflügelboot?;- Graham Bell -;True;B;1;space;0.99677970004268;0;1.23759889998473;2;0.561868499964476;36;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;86;Das Capybara ist das größte aller Beuteltiere.;Welches ist das größe Beuteltier?;- Capybara -;False;B;1;space;0.91835410008207;1;1.61966209998354;2;0.48167020000983;37;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;9;Die Augen eines Straußes sind größer als sein Gehirn.;Bei welchem Vogel sind die Augen größer als das Gehirn?;- Strauß -;True;A;0;space;2.60986229998525;1;2.62364689994138;2;0.246015200042166;38;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;37;In den USA wird kein Teletext ausgestrahlt.;In welchem Land wird kein Teletext ausgestrahlt?;- USA -;True;A;0;space;1.6106856999686;0;1.94579300004989;4;1.14431530004367;39;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;27;Die Norfolkinseln im Pazifik gehören zu Neuseeland.;Zu welchem Land gehören die im Pazifik gelegenen Norfolkinseln?;- Neuseeland -;False;A;0;space;3.14182979997713;1;5.29265099996701;2;1.16110529995058;40;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;84;Schweine können keinen Sonnenbrand bekommen.;Welche Nutztierart kann keinen Sonnenbrand bekommen?;- Schweine -;False;B;1;space;2.48803230002522;1;1.33135420002509;3;0.452762500033714;41;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;102;In Uganda ist die Amtssprache Englisch.;Wie lautet die Amtssprache in Uganda?;- Englisch -;True;B;1;space;0.966146099963225;0;2.0184357999824;3;1.45350140007213;42;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;91;Island ist geologisch das jüngste Inselland der Welt.;Wie lautet das geologisch jüngste Inselland der Welt?;- Island -;True;B;1;space;1.7752552999882;0;2.20667710003909;1;0.868878299952485;43;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;3;Der griechische Gott Apollon ist der Schutzherr der Küste.;Welcher griechische Gott ist der Schutzherr der Küste?;- Apollon -;True;A;0;space;1.30102669994812;1;1.87701010005549;2;0.45732990000397;44;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;118;Magnesiummangel kann zu Hautproblemen führen.;Wozu kann Magnesiummangel u.a. führen?;- Hautprobleme -;False;B;1;space;1.00354130007327;1;1.05389909993391;3;0.301005400018767;45;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;14;Manama ist die Hauptstadt Bahrains.;Wie lautet die Hauptstadt Bahrains?;- Manama -;True;A;0;space;1.00771129992791;0;2.53015649993904;1;0.346594700007699;46;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;15;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel.;Wie heißt der nicht sichtbare Teil des Eisbergs?;- Eisbergkiel -;True;A;0;space;1.06564190005884;1;2.3576624999987;1;0.282620099955238;47;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;59;Jean-Jaques Rousseau war alleinerziehender Vater.;Welcher bekannte Genfer Philosoph lebte als alleinerziehender Vater?;- Rousseau -;False;A;0;space;2.14335309993476;1;1.83037550002337;1;0.245130900060758;48;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;116;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;Welche Amphibie kann sogar kleine Krokodile verspeisen?;- Goliathfrosch -;False;B;1;space;1.93494469998404;1;1.31056030001491;3;0.317093800054863;49;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;12;Das Jojo war ursprünglich eine philippinische Jagdwaffe.;Wo wurde das Jojo ursprünglich als Jagdwaffe genutzt?;- Philippinen -;True;A;0;space;3.01252350001596;0;1.48800350003876;1;0.273475100053474;50;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;35;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;Das Baby welcher Bärenart ist kleiner als eine Maus?;- Panda -;True;A;0;space;3.40885979996528;1;2.47199350001756;3;0.918994499952532;51;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;73;Minerva ist die römische Göttin der Weisheit.;Wie heißt die römische Göttin der Weisheit?;- Minerva -;True;B;1;space;1.2369007000234;1;2.21904839994386;5;0.45965780003462;52;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;42;Der durchschnittliche Wassergehalt bei Beeren beträgt 90%.;Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?;- 90 -;True;A;0;space;2.12731709994841;1;0.925602699979208;4;0.528471100027673;53;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;38;Spanholz besteht hauptsächlich aus Birkenholz.;Woraus besteht Spanholz hauptsächlich?;- Birkenholz -;True;A;0;space;2.43828399991617;1;3.14547920005862;2;0.26289839996025;54;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;32;Beim Rugby gibt es 30 SpielerInnen.;Wie viele SpielerInnen gibt es beim Rugby?;- 30 -;True;A;0;space;1.60073539998848;1;1.76605839992408;2;0.209670800017193;55;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;20;Die Schwarzerle zählt zu den Buchengewächsen.;Zu welcher Pflanzenfamilie gehört die Schwarzerle?;- Buchengewächsen -;False;A;0;space;1.35622870002408;0;1.74808250006754;1;0.796597699983977;56;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;97;Nur Menschen und Affen besitzen einen ausgeprägten Bauchnabel.;Lediglich welche Landsäugetiere besitzen einen ausgeprägten Bauchnabel?;- Affen -;True;B;1;space;2.86983169999439;1;2.35627440002281;2;0.169275799999014;57;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;68;Ein Biber kann in einem Jahr über 200 Bäume fällen.;Wie viele Bäume kann ein Biber ungefähr in einem Jahr fällen?;- 200 -;True;B;1;space;1.98635310004465;1;1.64154480001889;1;0.259307199972682;58;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;101;Der Schwertwal gehört zur Gattung der Delfine.;Zu welcher Familie gehört der Schwertwal?;- Delfine -;True;B;1;space;1.23034720006399;0;2.98690420005005;2;0.432142599951476;59;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;99;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;Um welche Bootsart handelt es sich beim Finn-Dingi?;- Einmannboot -;True;B;1;space;2.29060969990678;1;1.03230239998084;3;0.244597200071439;60;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;33;Die Wüste Dahna liegt in Saudi-Arabien.;Wo liegt die Wüste Dahna?;- Saudi-Arabien -;True;A;0;space;1.29852860001847;1;1.12922270002309;1;0.397026700084098;61;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;114;Schären sind Talgletscher in Skandinavien.;Was sind Schären in Skandinavien?;- Talgletscher -;False;B;1;space;1.6837349999696;0;2.15705949999392;1;0.739799299975857;62;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;70;Die Insektenkunde wird auch Entomologie genannt.;Wie wird die Insektenkunde auch genannt?;- Entomologie -;True;B;1;space;0.933754700003192;1;1.17438530002255;4;0.369497900013812;63;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;57;Der mitteleuropäische Feldschwirl ist kein Zugvogel.;Welcher mitteleuropäische Singvogel ist kein Zugvogel? ;- Feldschwirl -;False;A;0;space;1.7796190000372;0;1.63629139994737;1;0.260413800016977;64;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;34;Blaue Augen werden im Alter immer heller.;Wie werden blaue Augen mit zunehmendem Alter?;- Heller -;True;A;0;space;1.38544989994261;1;2.49435890000314;4;0.392622799961828;65;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;24;Unsere Atmosphäre enthält durchschnittlich rund 0,00025 % Ozon.;Wie viel Prozent Ozon enthält unsere Atmosphäre durchschnittlich?;- 0,00025 -;False;A;0;space;2.92303509998601;0;1.3744876999408;1;0.287155600031838;66;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;55;Kokosnüsse haben einen höheren Fettanteil als Pistazien.;Welche Frucht hat einen höheren Fettanteil als Pistazien?;- Kokosnüsse -;False;A;0;space;1.89819930004887;1;1.51656010001898;3;0.722069099894725;67;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;52;Frauen bekommen häufiger Schluckauf als Männer.;Welches biologische Geschlecht ist anfälliger für Schluckauf?;- Frauen -;False;A;0;space;1.73263889993541;1;0.869468200020492;3;0.665090900030918;68;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;58;Der Reißverschluss wurde in Norwegen erfunden.;Wo wurde der Reißverschluss erfunden?;- Norwegen -;False;A;0;space;0.938643399975263;0;1.2344261999242;2;0.549525800044648;69;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;104;Bob Dylan arbeit nebenberuflich als Winzer.;Als was arbeitet Bob Dylan nebenberuflich?;- Winzer -;True;B;1;space;1.20049079996534;1;1.13686090009287;4;0.324083199957386;70;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;63;Die Erde wird in 340 Längenkreise unterteilt.;In wie viele Längenkreise wird die Erde unterteilt?;- 340 -;True;B;1;space;0.9905402000295;1;1.25462939997669;3;0.30033540003933;71;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;81;Spanien ist ein Gründungsmitglied der UNO.;Bei welcher internationalen Organisation war Spanien ein Gründungsmitglied? ;- UNO - ;False;B;1;space;2.14728720008861;1;3.04403760004789;2;0.619501099921763;72;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;25;Patagonien ist ein Landschaftsabschnitt in Asien.;Wo liegt der Landschaftsabschnitt Patagonien?;- Asien -;False;A;0;space;1.46180739998817;1;2.85426179994829;2;0.238976699998602;73;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;119;Die erste elektronische Mail wurde im Jahr 1973 versendet.;Wann wurde die erste elektronische Mail versendet?;- 1973 -;False;B;1;space;1.10307860001922;1;5.48004759999458;2;1.26506199990399;74;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;43;Ein menschliches Haar wächst jährlich ca. 85 mm.;Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?;- 85 -;True;A;0;space;1.45564030006062;0;7.71849860006478;1;0.747370800003409;75;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;62;Tom Cruise ist Legastheniker.;An welcher Entwicklungsstörung litt Tom Cruise?;- Legasthenie -;True;B;1;space;1.2036747999955;1;1.20481249992736;3;1.02695169998333;76;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;49;Lachse können bis zu 20 Jahre alt werden.;Wie alt (in Jahren) können Lachse werden?;- 20 -;False;A;0;space;1.82634690008126;1;1.08126360003371;4;0.660512199974619;77;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;36;Sambia hieß früher Nordrhodesien.;Wie heißt Nordrhodesien heute?;- Sambia -;True;A;0;space;1.83121639990713;0;1.48638199991547;2;1.04703360004351;78;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;46;Balsaholz ist die schwerste aller Holzarten.;Wie lautet die schwerste Holzart?;- Balsaholz - ;False;A;0;space;1.06611340004019;1;1.61410100001376;1;0.283190199988894;79;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;31;Hernando Cortéz eroberte Mexiko.;Wer eroberte Mexiko?;- Cortéz -;True;A;0;space;0.670754300081171;1;1.54992519994266;1;0.600771000026725;80;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;2;Delfine schwimmen höchstens 54 Kilometer pro Stunde.;Welche Geschwindigkeit (km/h) können Delfine erreichen?;- 54 - ;True;A;0;space;1.05247339990456;0;3.13435880001634;2;0.994336600066163;81;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;115;Die längsten bekannten Opern stammen von Gioacchino Rossini.;Von wem stammen die längsten bekannten Opern?;- G. Rossini -;False;B;1;space;1.61919769993983;1;0.994846199988388;3;0.625777099980041;82;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;108;Für Descartes wies Schielen bei Frauen auf Frigidität hin.;Worauf wies laut Decartes Schielen bei Frauen hin?;- Frigidität -;False;B;1;space;1.54669989994727;1;1.25457679992542;4;0.428390800021589;83;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;74;Robbie Williams heißt mit Zweitnamen Maximilian.;Wie lautet der Zweitname von Robbie Williams?;- Maximilian -;True;B;1;space;1.05098170007113;0;2.63668780005537;1;1.19681230001152;84;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;44;Keime sterben auf Holz schneller ab als auf Plastik.;Auf welcher Oberfläche sterben Keime schneller ab als auf Plastik?;- Holz -;True;A;0;space;2.8203156000236;1;6.72375479992479;2;0.769702100078575;85;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;90;Die Wüste Gobi ist eine Felswüste.;Zu welcher Wüstenart gehört die Wüste Gobi?;- Felswüste -;False;B;1;space;1.09976619994268;0;3.36487920000218;1;0.499341299990192;86;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;100;Der Ladogasee ist der größte See Europas.;Wie lautet der größte See Europas?;- Ladogasee -;True;B;1;space;0.913255300023593;1;3.66202419996262;2;0.874074200051837;87;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;45;Nauru ist die kleinste souveräne Republik der Erde.;Wie lautet die kleinste souveräne Republik der Erde?;- Nauru -;True;A;0;space;1.25351830001455;1;1.31636289996095;1;0.2047815999249;88;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;41;Weibliche Taranteln töten circa 99% ihrer Nachkommen.;Welches Tier tötet ca. 99% ihrer Nachkommen?;- Tarantel -;True;A;0;space;1.14255760004744;1;3.12630920007359;4;0.409281699918211;89;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;79;Ein Schwan trägt ca. 50.000 Federn am Körper.;Wie viele Federn trägt ein Schwan ungefähr am Körper?;- 50.000 -;False;B;1;space;1.15916399995331;1;1.21704400004819;3;0.296963299973868;90;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;47;Tennis wurde in englischen Klöstern erfunden.;In welchem Land wurde Tennis erfunden?;- England -;False;A;0;space;0.973939100047573;1;1.28351500001736;2;0.462200099951588;91;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;77;Sumatra ist die viertgrößte Insel der Welt.;Wie lautet die viertgrößte Insel der Welt?;- Sumatra -;False;B;1;space;0.949395500007086;0;1.75923709990457;1;0.426051000016741;92;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;98;Sheryl Crow war Hürdenläuferin.;Welche amerikanische Sängerin war mal Hürdenläuferin?;- Sheryl Crow -;True;B;1;space;1.36668400000781;1;1.00764409999829;2;0.656429900089279;93;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;21;Brad Pitt heißt eigentlich Henry Bradley Pitt.;Wie lautet Brad Pitts erster Vorname?;- Henry -;False;A;0;space;0.780059200013056;0;1.45278100005817;1;0.504498099908233;94;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;30;French Fries wurden in England erfunden.;Wo wurden French Fries erfunden?;- England -;False;A;0;space;0.844194900011644;0;3.20574380003382;1;0.508215500041842;95;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;22;Der Mond passt vierzigmal in die Erdkugel.;Wie häufig passt der Mond in die Erdkugel?;- Vierzigmal -;False;A;0;space;1.35044970002491;0;2.64546360005625;2;0.246068000094965;96;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;107;Die kanadische Sängerin Celine Dion hat acht Geschwister.;Wie viele Geschwister hat die Sängerin Celine Dion?;- Acht -;False;B;1;space;1.02227039996069;1;0.92269210005179;2;0.598414900014177;97;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;80;Alle Uhren im Film Pulp Fiction stehen auf 4.10 Uhr.;Welche Uhrzeit zeigen sämtliche Uhren im Film Pulp Fiction?;- 4:10 Uhr -;False;B;1;space;2.23600959999021;1;4.5522283000173;3;0.228890599915758;98;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;109;Tequila wird aus dem Herzen der roten Agave gewonnen.;Aus welcher Agave wird Tequila gewonnen?;- Rote Agave -;False;B;1;space;1.08629909995943;1;1.63769649993628;3;0.453600900014862;99;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;83;Bei den italienischen Wahlen 2008 traten 62 Parteien an.;Wie viele Parteien traten 2008 bei den italienischen Wahlen an?;- 62 -;False;B;1;space;2.55033500003628;0;2.26711909996811;2;0.707504999940284;100;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;48;Die Ostgoten zählten zum Stamm der Normannen.;Zu welchem Stamm gehörten die Ostgoten?;- Normannen -;False;A;0;space;3.10835540003609;0;2.82941150001716;2;0.0845627000089735;101;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;105;Erdbeeren enthalten mehr Vitamin C als Orangen.;Welche Beeren enthalten mehr Vitamin C als Orangen?;- Erdbeeren -;True;B;1;space;1.65941880003083;1;4.75258349999785;1;0.114237000001594;102;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;40;Der Name Wowereit heißt auf Litauisch Eichhörnchen.;Was heißt auf Litauisch Eichhörnchen?;- Wowereit -;True;A;0;space;1.37886709999293;1;0.99900810001418;1;0.0784853000659496;103;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;23;Austern wechseln je nach Jahreszeit ihr Geschlecht.;Welche Muscheln wechseln je nach Jahreszeit ihr Geschlecht?;- Austern -;False;A;0;space;1.47398080001585;1;1.10827200009953;3;0.444278599927202;104;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;103;Einen kastrierten Esel nennt man auch Macker oder Knilch.;Wie wird ein kastrierter Esel ebenfalls genannt?;- Knilch -;True;B;1;space;1.13329110003542;1;0.906313800020143;4;0.283764899941161;105;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;39;Goethe schrieb genau 64 Jahre lang an seinem Faust.;Wie viele Jahre schrieb Goethe an seinem Werk Faust?;- 64 -;True;A;0;space;1.65771599998698;1;1.64732180000283;2;0.273351200041361;106;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;4;Der Maler Marc Chagall wurde 1887 in Russland geboren.;Wann wurde der Maler Marc Chagall in Russland geboren?;- 1887 -;True;A;0;space;1.4212753000902;1;2.47815079998691;1;0.190701900050044;107;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;75;Ein Menschenfloh kann 20cm hoch springen.;Wie hoch (in cm) kann ein Menschenfloh springen?;- 20 -;True;B;1;space;1.42304669995792;1;0.519869099953212;3;0.270412800018676;108;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;106;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;Wie viele verschiedene Schriften sind auf indischen Rupienscheinen zu finden?;- 12 -;False;B;1;space;1.32705189997796;1;0.955097700003535;3;0.24450120003894;109;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;92;Seoul bedeutet auf koreanisch Die Hauptstadt.;Wie lautet die koreanische Übersetzung von Hauptstadt?;- Seoul -;True;B;1;space;1.64237909996882;1;1.1410884000361;4;0.251461599953473;110;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;50;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;Wie viel Kilogramm wiegt ein durchschnittliches Nilpferd bei seiner Geburt?;- 150 -;False;A;0;space;1.88330029998906;1;2.9793948000297;2;0.191822899971157;111;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;17;Bolivien ist der kleinste Binnenstaat Südamerikas.;Wie heißt der kleinste Binnenstaat Südamerikas?;- Bolivien -;False;A;0;space;1.2697442000499;0;2.8725914999377;2;0.892252200050279;112;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;13;Morpheus ist der griechische Gott der Träume.;Wie heißt der griechische Gott der Träume?;- Morpheus -;True;A;0;space;0.959732000017539;0;2.05171099992003;2;0.1710167999845;113;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;8;Schlangen sind taub, da kein Außenohr vorhanden ist.;Welche Reptilien sind taub, da kein Außenohr vorhanden ist?;- Schlangen -;True;A;0;space;2.88182670006063;1;1.63382119999733;2;0.921239800052717;114;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;87;Die Luftpumpe ist eine französische Erfindung.;Wo wurde die Luftpumpe erfunden?;- Frankreich -;False;B;1;space;0.686014799983241;1;1.2237812000094;1;0.12095540005248;115;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;113;In den USA gibt es die meisten Milliardäre auf der Welt.;In welchem Land gibt es die meisten Milliardäre auf der Welt?;- USA -;False;B;1;space;0.92801779997535;1;1.30226859997492;4;0.948041699943133;116;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;66;Der Bereich zwischen den Augenbrauen heißt Glabella.;Wie heißt der Bereich zwischen den Augenbrauen?;- Glabella -;True;B;1;space;0.890138200018555;1;0.866937400074676;4;0.294090099981986;117;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;85;Volleyball wurde in Florida erfunden.;Wo wurde Volleyball erfunden?;- Florida -;False;B;1;space;0.510592099977657;1;1.53363680001348;2;0.253487400012091;118;2;weiblich;deutsch;Psychologie;2024.2.1post4
21_FE700;19;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;Wie viele berichtete Arten eine Krawatte zu binden existieren?;- 56 -;False;A;0;space;2.119589000009;0;1.58761409996077;2;0.220714100054465;119;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;16;Der höchste nordamerikanische Berg liegt in Wyoming.;Wo liegt der höchste nordamerikanische Berg?;- Wyoming -;False;A;1;space;1.45958120003343;0;1.50657500000671;2;1.37615669996012;0;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;42;Der durchschnittliche Wassergehalt bei Beeren beträgt 90%.;Wie hoch ist der durchschnittliche Wassergehalt (in %) bei Beeren?;- 90 -;True;A;1;space;2.57766499998979;1;2.1072897000704;4;1.17949760006741;1;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;71;Nicole Kidman hat panische Angst vor Schmetterlingen.;Vor welchen Tieren hat Nicole Kidman panische Angst?;- Schmetterlingen -;True;B;0;space;2.43895869993139;1;2.10754690004978;4;1.09922109998297;2;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;17;Bolivien ist der kleinste Binnenstaat Südamerikas.;Wie heißt der kleinste Binnenstaat Südamerikas?;- Bolivien -;False;A;1;space;2.3972995999502;0;2.40418290009256;4;0.927720100036822;3;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;85;Volleyball wurde in Florida erfunden.;Wo wurde Volleyball erfunden?;- Florida -;False;B;0;space;1.59365739999339;1;2.0933129999321;2;0.555135699920356;4;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;8;Schlangen sind taub, da kein Außenohr vorhanden ist.;Welche Reptilien sind taub, da kein Außenohr vorhanden ist?;- Schlangen -;True;A;1;space;2.70721740007866;1;2.12792130000889;2;0.338873500004411;5;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;52;Frauen bekommen häufiger Schluckauf als Männer.;Welches biologische Geschlecht ist anfälliger für Schluckauf?;- Frauen -;False;A;1;space;2.37635379994754;1;1.33882920001633;5;1.39010489999782;6;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;68;Ein Biber kann in einem Jahr über 200 Bäume fällen.;Wie viele Bäume kann ein Biber ungefähr in einem Jahr fällen?;- 200 -;True;B;0;space;1.93958000000566;1;2.99544199998491;3;0.6681980000576;7;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;76;Die Sektsteuer wurde von Friedrich Ebert eingeführt.;Von welchem deutschen Politiker wurde die Sektsteuer eingeführt?;- Friedrich Ebert -;False;B;0;space;2.82263259997126;0;2.03766589995939;2;3.7144985999912;8;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;93;Die Küstenseeschwalbe fliegt jedes Jahr ungefähr 40.000 km.;Wie viele Kilometer fliegt eine Küstenseeschwalbe ungefähr pro Jahr?;- 40.000 -;True;B;0;space;2.93866969994269;1;1.09148499998264;3;1.28139989997726;9;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;86;Das Capybara ist das größte aller Beuteltiere.;Welches ist das größe Beuteltier?;- Capybara -;False;B;0;space;1.21190019999631;0;2.34901679994073;5;2.17029380006716;10;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;78;Der Nacktmull ist das schmerzempfindlichste Tier der Welt.;Welches ist das schmerzempfindlichste Tier der Welt?;- Nacktmull -;False;B;0;space;3.46520330000203;0;2.3050830999855;2;1.43829089996871;11;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;53;In Angola ist Spanisch die offizielle Amtssprache.;Wie lautet die offizielle Amtssprache in Angola?;- Spanisch -;False;A;1;space;1.28588300000411;0;2.29955949995201;3;1.08879479998723;12;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;34;Blaue Augen werden im Alter immer heller.;Wie werden blaue Augen mit zunehmendem Alter?;- Heller -;True;A;1;space;2.54182060004678;1;1.75271939998493;5;1.89133879996371;13;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;95;Winston Churchill erhielt den Nobelpreis für Literatur.;Welcher ehemalige Premierminister von Großbritannien erhielt einen Nobelpreis?;- Winston Churchill -;True;B;0;space;2.60724040004425;1;1.55639539996628;4;0.304996300023049;14;2;weiblich;deutsch;Psychologie;2024.2.1post4
22 CL306;89;Der Javagraben ist die tiefste Tiefseerinne der Welt.;Wie heißt die tiefste Tiefseerinne der Welt?;- Javagraben -;False;B;0;space;2.89425889996346;1;1.51164989999961;3;1.29307660006452;15;2;weiblich;deutsch;Psychologie;2024.2.1post4
