id;trial;session;statement_set;statements;statement_type;factual_truth;responses;confidence;#Vp;#trial;cond;onset_trial;dur_trial
13;59;1;Set A;Der höchste nordamerikanische Berg liegt in Wyoming;0;false;0;1;13;59;2;738,93;3,68
13;60;1;Set A;Brad Pitt heißt eigentlich 'Henry Bradley Pitt';0;false;1;1;13;60;2;745,65;3,35
14;1;1;Set A;Die Norfolkinseln im Pazifik gehören zu Neuseeland;0;false;0;4;14;1;2;372,26;9,97
14;2;1;Set A;Unsere Atmosphäre enthält rund 0,00025 % Ozo;0;false;0;4;14;2;2;387,84;8,62
14;3;1;Set A;Der Mond passt vierzigmal in die Erdkugel.;0;false;1;3;14;3;2;402,75;9,57
14;4;1;Set C;In USA wird kein Teletext ausgestrahlt.;1;true;1;4;14;4;2;418,99;4,72
14;5;1;Set A;Der höchste nordamerikanische Berg liegt in Wyoming;0;false;1;3;14;5;2;428,79;8,4
14;6;1;Set A;French Fries' wurden in England erfunden.;0;false;0;2;14;6;2;444,51;9,93
14;7;1;Set A;Schlangen sind taub, da kein Außenohr vorhanden ist;0;true;1;3;14;7;2;460,55;9,3
14;8;1;Set A;Die Augen eines Straußes sind größer als sein Gehi;0;true;1;4;14;8;2;473,86;5,15
14;9;1;Set A;Manama ist die Hauptstadt Bahrains.;0;true;1;3;14;9;2;482,96;8,51
14;10;1;Set C;Hernando Cortéz eroberte Mexiko;1;true;1;4;14;10;2;497,68;6,7
14;11;1;Set C;Der mitteleuropäische Feldschwirl ist kein Zugvogel;1;false;1;4;14;11;2;508,45;7,91
14;12;1;Set A;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;0;false;1;3;14;12;2;521,01;4,7
14;13;1;Set C;Die Ostgoten zählten zum Stamm der Normannen;1;false;1;4;14;13;2;529,38;4,38
14;14;1;Set C;Goethe schrieb genau 64 Jahre lang an seinem 'Faust'.;1;true;1;3;14;14;2;537,83;4,32
14;15;1;Set A;Austern wechseln je nach Jahreszeit ihr Geschlecht.;0;false;1;3;14;15;2;545,65;9,35
14;16;1;Set A;Die Nachfolger Mohammeds bezeichnet man als Kalifen.;0;true;0;3;14;16;2;559,17;-1
14;17;1;Set A;Morpheus ist der griechische Gott der Träume;0;true;0;3;14;17;2;578,58;7,72
14;18;1;Set C;In Angola ist Spanisch die offizielle Amtssprache.;1;false;0;4;14;18;2;591,17;-1
14;19;1;Set A;Wenn Nilpferde sich aufregen, färbt sich ihr Schweiß gr�;0;false;1;2;14;19;2;606,92;7,14
14;20;1;Set A;Das Lieblingsgetränk von Benedikt XVI. ist Fanta;0;true;1;3;14;20;2;618,5;7,93
14;21;1;Set C;Die Wüste Dahna liegt in Saudi-Arabien;1;true;1;2;14;21;2;630,18;6,05
14;22;1;Set C;Der Wassergehalt bei Beeren beträgt 90%;1;true;1;4;14;22;2;640,56;4,42
14;23;1;Set A;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel;0;true;1;3;14;23;2;648,68;7,8
14;24;1;Set A;Lybien ist das einzige Land mit einer einfarbigen Flagge.;0;true;0;5;14;24;2;662,38;7,16
14;25;1;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;1;true;0;4;14;25;2;674,62;4,69
14;26;1;Set C;Kokosnüsse haben einen höheren Fettanteil als Pistazie;1;false;1;4;14;26;2;683,6;4,36
14;27;1;Set C;Tennis wurde in englischen Klöstern erfunden;1;false;1;3;14;27;2;691,5;4,54
14;28;1;Set A;Der griechische Gott Apollon ist der Schutzherr der Küste;0;true;1;3;14;28;2;699,81;4,3
14;29;1;Set C;Wladimir Putin wurde in Murmansk geboren.;1;false;1;2;14;29;2;708,74;7,72
14;30;1;Set C;Der Name 'Wowereit' heißt auf Litauisch Eichhörnche;1;true;1;3;14;30;2;720,56;6,81
14;31;1;Set C;Frauen bekommen häufiger einen Schluckauf als Männe;1;false;0;2;14;31;2;731,97;-1
14;32;1;Set C;Der Reißverschluss wurde in Norwegen erfunden;1;false;0;4;14;32;2;747,21;6,37
14;33;1;Set A;Die Azoren gehören zu Spanien;0;false;1;3;14;33;2;757,19;5,32
14;34;1;Set A;Patagonien ist ein Landschaftsabschnitt in Asien.;0;false;1;2;14;34;2;766,63;9,62
14;35;1;Set C;Keime sterben auf Holz schneller ab als auf Plastik.;1;true;0;5;14;35;2;780,9;4,86
14;36;1;Set A;Der Maler Marc Chagall wurde 1887 in Russland geboren.;0;true;1;3;14;36;2;789,78;7,3
14;37;1;Set C;Lachse können bis zu 20 Jahre alt werden;1;false;1;3;14;37;2;801,85;5,48
14;38;1;Set A;Delphine schwimmen höchstens 54 Kilometer pro Stunde;0;true;1;4;14;38;2;811,9;4,36
14;39;1;Set C;Die Volksrepublik China wurde 1947 gegründet;1;false;0;6;14;39;2;820,8;2,65
14;40;1;Set C;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;1;false;1;3;14;40;2;828,28;2,92
14;41;1;Set A;Brad Pitt heißt eigentlich 'Henry Bradley Pitt';0;false;1;3;14;41;2;834,82;8,14
14;42;1;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;1;true;0;4;14;42;2;846,53;8,43
14;43;1;Set A;Die Slowakei gehört nicht zu den NATO-Staaten;0;false;0;4;14;43;2;860,7;-1
14;44;1;Set A;Freddie Mercurys richtiger Name lautete Farrokh Bulsara.;0;true;0;3;14;44;2;876,05;-1
14;45;1;Set A;Die Schwarzerle zählt zu den Buchengewächse;0;false;1;3;14;45;2;890,32;7,24
14;46;1;Set C;Beim Rugby gibt es 30 Spieler.;1;true;1;1;14;46;2;901,73;3,03
14;47;1;Set A;Die Angst vor dem Küssen nennt man Philemaphobie;0;true;1;3;14;47;2;911,05;9,67
14;48;1;Set C;Balsaholz ist die schwerste aller Holzarten.;1;false;1;2;14;48;2;924,31;4,18
14;49;1;Set A;Der Basenji ist der einzige Hund, der nicht bellt.;0;true;0;4;14;49;2;933,02;6,52
14;50;1;Set C;Sambia hieß früher Nordrhodesie;1;true;1;4;14;50;2;945,45;5,03
14;51;1;Set C;Spanholz besteht hauptsächlich aus Birkenholz;1;true;0;5;14;51;2;955,33;4,11
14;52;1;Set C;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;1;false;1;4;14;52;2;963,44;2,44
14;53;1;Set C;Jean-Jaques Rousseau war alleinerziehender Vater.;1;false;1;4;14;53;2;970,36;4,8
14;54;1;Set C;Blaue Augen werden im Alter immer heller.;1;true;1;6;14;54;2;979,98;2,38
14;55;1;Set C;Weibliche Taranteln töten circa 99% ihrer Nachkommen;1;true;1;4;14;55;2;986,59;4,51
14;56;1;Set A;Die Insel Ösel gehört zu Dänema;0;false;1;3;14;56;2;995,62;5,86
14;57;1;Set C;Kleinohrigel haben keine Stacheln.;1;false;0;2;14;57;2;1005,68;7,05
14;58;1;Set A;Das Jojo war ursprünglich eine philippinische Jagdwaffe;0;true;0;3;14;58;2;1017,13;7,63
14;59;1;Set A;Bolivien ist der kleinste Binnenstaat Südamerikas;0;false;0;4;14;59;2;1028,51;-1
14;60;1;Set C;Nauru ist die kleinste souveräne Republik der Erde;1;true;1;3;14;60;2;1046,49;4,73
15;1;1;Set C;Der Reißverschluss wurde in Norwegen erfunden;1;false;1;1;15;1;2;334,17;3,26
15;2;1;Set C;In Angola ist Spanisch die offizielle Amtssprache.;1;false;1;1;15;2;2;342,31;6,68
15;3;1;Set C;Kokosnüsse haben einen höheren Fettanteil als Pistazie;1;false;0;2;15;3;2;352,23;8,07
15;4;1;Set B;Winston Churchill erhielt den Nobelpreis für Literatur;0;true;0;1;15;4;2;363,58;5,36
15;5;1;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;0;true;1;1;15;5;2;372,39;9,38
15;6;1;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;1;true;0;3;15;6;2;384,71;4,65
15;7;1;Set C;Die Volksrepublik China wurde 1947 gegründet;1;false;1;2;15;7;2;392,42;3,42
15;8;1;Set C;Keime sterben auf Holz schneller ab als auf Plastik.;1;true;0;2;15;8;2;398,42;9,03
15;9;1;Set B;Der Ladogasee ist der größte See Europa;0;true;0;1;15;9;2;410,68;6,2
15;10;1;Set B;Die längsten Opern stammen von Gioacchino Rossini;0;false;1;1;15;10;2;419,91;3,38
15;11;1;Set C;Sambia hieß früher Nordrhodesie;1;true;1;1;15;11;2;426,39;4,18
15;12;1;Set C;Lachse können bis zu 20 Jahre alt werden;1;false;1;3;15;12;2;432,95;8,49
15;13;1;Set B;In den USA gibt es die meisten Milliardäre auf der Welt;0;false;1;3;15;13;2;444,46;-1
15;14;1;Set B;Erdbeeren enthalten mehr Vitamin C als Orangen.;0;true;0;2;15;14;2;467,76;3,9
15;15;1;Set B;Sheryl Crow war Hürdenläuferi;0;true;1;2;15;15;2;474,11;7,38
15;16;1;Set B;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;0;false;0;4;15;16;2;483,92;4,33
15;17;1;Set B;Tequila wird aus dem Herzen der roten Agave gewonnen.;0;false;0;1;15;17;2;491,78;7,81
15;18;1;Set B;Nur Menschen und Affen besitzen einen Bauchnabel.;0;true;0;1;15;18;2;501,86;7,35
15;19;1;Set C;Wladimir Putin wurde in Murmansk geboren.;1;false;0;1;15;19;2;512,3;5,35
15;20;1;Set C;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;1;false;1;2;15;20;2;520,13;3,52
15;21;1;Set C;Die Ostgoten zählten zum Stamm der Normannen;1;false;1;2;15;21;2;526,04;6,67
15;22;1;Set B;Alexander Graham Bell erfand das Tragflügelboot;0;true;0;2;15;22;2;535,09;-1
15;23;1;Set C;Hernando Cortéz eroberte Mexiko;1;true;1;1;15;23;2;551,58;4,79
15;24;1;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;0;false;1;2;15;24;2;558,72;5,9
15;25;1;Set B;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag;0;false;0;3;15;25;2;566,96;3,62
15;26;1;Set B;Der Schwertwal gehört zur Gattung der Delfine;0;true;0;2;15;26;2;572,81;6,61
15;27;1;Set C;Nauru ist die kleinste souveräne Republik der Erde;1;true;1;3;15;27;2;581,88;3,91
15;28;1;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;0;false;1;2;15;28;2;588,6;-1
15;29;1;Set C;Beim Rugby gibt es 30 Spieler.;1;true;1;2;15;29;2;603,99;6,55
15;30;1;Set B;Die erste elektronische Mail wurde im Jahr 1973 versendet.;0;false;0;2;15;30;2;613,41;7,32
15;31;1;Set C;Balsaholz ist die schwerste aller Holzarten.;1;false;1;2;15;31;2;625,2;4,03
15;32;1;Set B;Der Erfinder des Bikinis war ursprünglich Schuhdesigner;0;false;0;2;15;32;2;631,93;4,13
15;33;1;Set C;Der Wassergehalt bei Beeren beträgt 90%;1;true;1;1;15;33;2;639,52;5,77
15;34;1;Set B;Schären sind Talgletscher in Skandinavien;0;false;1;1;15;34;2;648,5;-1
15;35;1;Set B;Island ist geologisch das jüngste Inselland der Welt;0;true;0;1;15;35;2;663,79;8,39
15;36;1;Set B;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;0;true;0;1;15;36;2;675,6;-1
15;37;1;Set C;Tennis wurde in englischen Klöstern erfunden;1;false;0;1;15;37;2;690,52;-1
15;38;1;Set C;Der Name 'Wowereit' heißt auf Litauisch Eichhörnche;1;true;1;1;15;38;2;706,94;6,12
15;39;1;Set B;Der Allradantrieb wurde 1938 in England erfunden.;0;false;1;2;15;39;2;715,37;6,5
15;40;1;Set C;In USA wird kein Teletext ausgestrahlt.;1;true;0;2;15;40;2;724,12;6
15;41;1;Set B;Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km;0;true;1;2;15;41;2;733,52;6,28
15;42;1;Set B;Einen kastrierten Esel nennt man auch Macker oder Knilch.;0;true;0;2;15;42;2;742,31;6,36
15;43;1;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;1;true;1;1;15;43;2;751,04;2,52
15;44;1;Set C;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;1;false;0;3;15;44;2;756,04;4,03
15;45;1;Set B;Die kanadische Sängerin Celine Dion hat acht Geschwister;0;false;1;3;15;45;2;762,47;4,02
15;46;1;Set B;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;0;false;0;1;15;46;2;768,94;-1
15;47;1;Set C;Frauen bekommen häufiger einen Schluckauf als Männe;1;false;1;2;15;47;2;782,53;7,06
15;48;1;Set B;Magnesiummangel kann zu Hautproblemen führen;0;false;1;5;15;48;2;792,22;4,7
15;49;1;Set C;Der mitteleuropäische Feldschwirl ist kein Zugvogel;1;false;1;2;15;49;2;799,15;-1
15;50;1;Set B;Bob Dylan arbeitet nebenberuflich als Winzer.;0;true;0;3;15;50;2;816,91;7,86
15;51;1;Set B;Für Descartes wies Schielen bei Frauen auf Frigidität hi;0;false;1;3;15;51;2;827,01;5,48
15;52;1;Set B;In Uganda ist die Amtssprache englisch.;0;true;1;4;15;52;2;834,88;9,03
15;53;1;Set C;Kleinohrigel haben keine Stacheln.;1;false;0;2;15;53;2;846,21;6,33
15;54;1;Set B;Seoul bedeutet auf koreanisch 'Die Hauptstadt'.;0;true;1;1;15;54;2;854,72;4,39
15;55;1;Set C;Goethe schrieb genau 64 Jahre lang an seinem 'Faust'.;1;true;1;3;15;55;2;861,35;5,55
15;56;1;Set C;Blaue Augen werden im Alter immer heller.;1;true;1;2;15;56;2;869,11;4,58
15;57;1;Set C;Spanholz besteht hauptsächlich aus Birkenholz;1;true;1;1;15;57;2;876,43;-1
15;58;1;Set C;Die Wüste Dahna liegt in Saudi-Arabien;1;true;0;1;15;58;2;892,16;-1
15;59;1;Set C;Jean-Jaques Rousseau war alleinerziehender Vater.;1;false;0;4;15;59;2;905,23;3,57
15;60;1;Set C;Weibliche Taranteln töten circa 99% ihrer Nachkommen;1;true;1;4;15;60;2;910,94;-1
16;1;1;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;0;true;1;3;16;1;2;425,78;5,24
16;2;1;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;1;true;1;4;16;2;2;434,78;4,68
16;3;1;Set C;Kleinohrigel haben keine Stacheln.;1;false;1;4;16;3;2;444,31;3,94
16;4;1;Set C;Hernando Cortéz eroberte Mexiko;1;true;1;3;16;4;2;452,28;3,2
16;5;1;Set B;In den USA gibt es die meisten Milliardäre auf der Welt;0;false;1;5;16;5;2;462,6;2,87
16;6;1;Set B;Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km;0;true;0;2;16;6;2;469,77;6,08
16;7;1;Set C;Nauru ist die kleinste souveräne Republik der Erde;1;true;1;3;16;7;2;479,02;3,11
16;8;1;Set B;Erdbeeren enthalten mehr Vitamin C als Orangen.;0;true;0;4;16;8;2;487,39;3,84
16;9;1;Set B;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;0;false;0;2;16;9;2;495,37;4,06
16;10;1;Set C;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;1;false;1;3;16;10;2;502,38;6,07
16;11;1;Set B;Der Allradantrieb wurde 1938 in England erfunden.;0;false;1;2;16;11;2;511,88;5,11
16;12;1;Set B;Alexander Graham Bell erfand das Tragflügelboot;0;true;1;2;16;12;2;519,77;4,36
16;13;1;Set C;Keime sterben auf Holz schneller ab als auf Plastik.;1;true;1;3;16;13;2;527,28;3,72
16;14;1;Set B;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;0;false;1;3;16;14;2;533,67;4,43
16;15;1;Set C;Balsaholz ist die schwerste aller Holzarten.;1;false;0;2;16;15;2;541,25;3,2
16;16;1;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;0;false;0;3;16;16;2;548,29;6,24
16;17;1;Set C;Wladimir Putin wurde in Murmansk geboren.;1;false;1;2;16;17;2;557,89;3,68
16;18;1;Set B;Für Descartes wies Schielen bei Frauen auf Frigidität hi;0;false;1;3;16;18;2;564,1;5,74
16;19;1;Set B;In Uganda ist die Amtssprache englisch.;0;true;1;4;16;19;2;572,37;2,8
16;20;1;Set C;In USA wird kein Teletext ausgestrahlt.;1;true;1;3;16;20;2;578,02;2,54
16;21;1;Set B;Seoul bedeutet auf koreanisch 'Die Hauptstadt'.;0;true;1;4;16;21;2;583,79;4,21
16;22;1;Set B;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;0;true;0;1;16;22;2;590,8;4,07
16;23;1;Set B;Die längsten Opern stammen von Gioacchino Rossini;0;false;1;2;16;23;2;599,2;3,47
16;24;1;Set B;Die kanadische Sängerin Celine Dion hat acht Geschwister;0;false;1;4;16;24;2;605,33;3,69
16;25;1;Set B;Schären sind Talgletscher in Skandinavien;0;false;0;2;16;25;2;611,75;4,7
16;26;1;Set C;Die Volksrepublik China wurde 1947 gegründet;1;false;1;4;16;26;2;618,95;2,83
16;27;1;Set C;In Angola ist Spanisch die offizielle Amtssprache.;1;false;1;3;16;27;2;625,02;4,45
16;28;1;Set C;Der Wassergehalt bei Beeren beträgt 90%;1;true;1;5;16;28;2;632,05;2,42
16;29;1;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;0;false;0;3;16;29;2;639,58;2,94
16;30;1;Set B;Die erste elektronische Mail wurde im Jahr 1973 versendet.;0;false;1;3;16;30;2;645,45;2,93
16;31;1;Set B;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag;0;false;1;2;16;31;2;651,03;6,99
16;32;1;Set C;Weibliche Taranteln töten circa 99% ihrer Nachkommen;1;true;1;4;16;32;2;661,01;3,82
16;33;1;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;1;true;1;3;16;33;2;670,53;3,08
16;34;1;Set C;Der Name 'Wowereit' heißt auf Litauisch Eichhörnche;1;true;1;3;16;34;2;676,17;4,09
16;35;1;Set C;Der Reißverschluss wurde in Norwegen erfunden;1;false;1;4;16;35;2;682,81;2,75
16;36;1;Set C;Tennis wurde in englischen Klöstern erfunden;1;false;1;4;16;36;2;688,07;3,11
16;37;1;Set C;Jean-Jaques Rousseau war alleinerziehender Vater.;1;false;0;2;16;37;2;693,67;3,43
16;38;1;Set C;Beim Rugby gibt es 30 Spieler.;1;true;1;4;16;38;2;700,6;2,64
16;39;1;Set C;Lachse können bis zu 20 Jahre alt werden;1;false;0;3;16;39;2;705,88;2,84
16;40;1;Set B;Einen kastrierten Esel nennt man auch Macker oder Knilch.;0;true;1;3;16;40;2;711,15;4,97
16;41;1;Set C;Der mitteleuropäische Feldschwirl ist kein Zugvogel;1;false;1;3;16;41;2;719,17;3,65
16;42;1;Set C;Sambia hieß früher Nordrhodesie;1;true;0;2;16;42;2;725,21;3,94
16;43;1;Set C;Die Ostgoten zählten zum Stamm der Normannen;1;false;1;3;16;43;2;731,68;3,3
16;44;1;Set B;Bob Dylan arbeitet nebenberuflich als Winzer.;0;true;0;3;16;44;2;737,48;3,45
16;45;1;Set C;Goethe schrieb genau 64 Jahre lang an seinem 'Faust'.;1;true;1;4;16;45;2;743,53;3,01
16;46;1;Set C;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;1;false;1;4;16;46;2;749,15;2,23
16;47;1;Set B;Tequila wird aus dem Herzen der roten Agave gewonnen.;0;false;0;2;16;47;2;753,84;6,7
16;48;1;Set C;Kokosnüsse haben einen höheren Fettanteil als Pistazie;1;false;1;3;16;48;2;763,16;2,55
16;49;1;Set B;Der Schwertwal gehört zur Gattung der Delfine;0;true;1;3;16;49;2;768,36;5,08
16;50;1;Set C;Frauen bekommen häufiger einen Schluckauf als Männe;1;false;1;5;16;50;2;775,89;2,23
16;51;1;Set B;Sheryl Crow war Hürdenläuferi;0;true;0;2;16;51;2;780,64;3,25
16;52;1;Set B;Magnesiummangel kann zu Hautproblemen führen;0;false;1;4;16;52;2;786,32;3,69
16;53;1;Set B;Der Ladogasee ist der größte See Europa;0;true;0;2;16;53;2;792,6;4,58
16;54;1;Set B;Island ist geologisch das jüngste Inselland der Welt;0;true;1;2;16;54;2;799,63;5,4
16;55;1;Set C;Die Wüste Dahna liegt in Saudi-Arabien;1;true;1;4;16;55;2;807,56;2,4
16;56;1;Set B;Winston Churchill erhielt den Nobelpreis für Literatur;0;true;1;2;16;56;2;812,5;3,83
16;57;1;Set B;Nur Menschen und Affen besitzen einen Bauchnabel.;0;true;1;5;16;57;2;819,56;2,74
16;58;1;Set C;Spanholz besteht hauptsächlich aus Birkenholz;1;true;1;2;16;58;2;825,41;3,43
16;59;1;Set C;Blaue Augen werden im Alter immer heller.;1;true;1;4;16;59;2;831,63;2,13
16;60;1;Set B;Der Erfinder des Bikinis war ursprünglich Schuhdesigner;0;false;1;1;16;60;2;836,52;4,62
17;1;1;Set C;Hernando Cortéz eroberte Mexiko;1;true;1;4;17;1;2;422,66;2,73
17;2;1;Set C;In USA wird kein Teletext ausgestrahlt.;1;true;0;3;17;2;2;429,98;4,15
17;3;1;Set C;Balsaholz ist die schwerste aller Holzarten.;1;false;1;2;17;3;2;440,34;3,14
17;4;1;Set D;Volleyball wurde in Florida erfunden.;0;false;1;1;17;4;2;448,78;4,08
17;5;1;Set C;Goethe schrieb genau 64 Jahre lang an seinem 'Faust'.;1;true;1;5;17;5;2;456,99;2,49
17;6;1;Set D;Nicole Kidman hat panische Angst vor Schmetterlingen.;0;true;0;2;17;6;2;463,38;4,13
17;7;1;Set D;Sumatra ist die viertgrößte Insel der Wel;0;false;1;2;17;7;2;471,64;4,34
17;8;1;Set D;Spanien ist ein Gründungsmitglied der UNO;0;false;1;3;17;8;2;479,04;2,69
17;9;1;Set D;Das türkische Bad wurde in Griechenland erfunden;0;false;0;2;17;9;2;485,55;4,11
17;10;1;Set C;Nauru ist die kleinste souveräne Republik der Erde;1;true;1;3;17;10;2;493,16;2,75
17;11;1;Set D;Seepferdchen gehören zur Gattung der Fische;0;true;1;3;17;11;2;499,18;3,87
17;12;1;Set D;Die Wüste Gobi ist eine Felswüst;0;false;1;2;17;12;2;506,38;3,8
17;13;1;Set C;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;1;false;1;3;17;13;2;512,83;2,67
17;14;1;Set C;Blaue Augen werden im Alter immer heller.;1;true;1;4;17;14;2;517,8;2,98
17;15;1;Set C;Jean-Jaques Rousseau war alleinerziehender Vater.;1;false;1;3;17;15;2;524,81;3,74
17;16;1;Set C;Lachse können bis zu 20 Jahre alt werden;1;false;1;4;17;16;2;531,9;3,05
17;17;1;Set C;Kleinohrigel haben keine Stacheln.;1;false;1;3;17;17;2;537,37;3,08
17;18;1;Set C;Der Name 'Wowereit' heißt auf Litauisch Eichhörnche;1;true;1;2;17;18;2;544;3,65
17;19;1;Set C;Kokosnüsse haben einen höheren Fettanteil als Pistazie;1;false;1;5;17;19;2;551,22;3,58
17;20;1;Set C;Tennis wurde in englischen Klöstern erfunden;1;false;0;2;17;20;2;559,98;4,17
17;21;1;Set D;Die Tochter von Sydney Poitier heißt Sydney Poitier;0;true;1;2;17;21;2;568,03;4,32
17;22;1;Set C;Sambia hieß früher Nordrhodesie;1;true;1;2;17;22;2;575,63;4,2
17;23;1;Set D;Giséle Bündchen hat einen Zwillingsbrude;0;false;1;1;17;23;2;582,88;4,15
17;24;1;Set D;Die Insektenkunde wird auch Entomologie genannt.;0;true;1;2;17;24;2;590,38;3,92
17;25;1;Set D;Das meiste Gold wird derzeit in Südafrika geförder;0;true;1;2;17;25;2;596,69;5,05
17;26;1;Set D;Robbie Williams heißt mit Zweitnamen 'Maximilian';0;true;0;2;17;26;2;604,56;4,57
17;27;1;Set D;Der Bereich zwischen den Augenbrauen heißt Glabella;0;true;0;1;17;27;2;612,01;4,46
17;28;1;Set D;Ein Schwan trägt ca. 50.000 Federn am Körpe;0;false;1;2;17;28;2;620,16;4,41
17;29;1;Set C;Frauen bekommen häufiger einen Schluckauf als Männe;1;false;1;5;17;29;2;627,71;3,24
17;30;1;Set C;Weibliche Taranteln töten circa 99% ihrer Nachkommen;1;true;1;4;17;30;2;634,52;3,8
17;31;1;Set D;Ein Menschenfloh kann 20cm hoch springen.;0;true;1;3;17;31;2;641,93;3,35
17;32;1;Set C;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;1;false;0;2;17;32;2;648,03;3,49
17;33;1;Set D;Die Luftpumpe ist eine französische Erfindung;0;false;1;2;17;33;2;655,04;2,14
17;34;1;Set D;Der Film 'Pretty Woman' gewann keinen Oscar. ;0;true;1;3;17;34;2;660,07;3,11
17;35;1;Set D;Die Erde wird in 340 Längenkreise unterteilt;0;true;1;2;17;35;2;666,2;6
17;36;1;Set D;Tom Cruise ist Legastheniker.;0;true;0;2;17;36;2;675,7;4,28
17;37;1;Set D;Der Nacktmull ist das schmerzempfindlichste Tier der Welt.;0;false;1;2;17;37;2;682,86;3,52
17;38;1;Set D;Frauen blinzeln fast doppelt so viel wie Männer;0;true;0;2;17;38;2;689,41;5,78
17;39;1;Set D;Ein Biber kann in einem Jahr über 200 Bäume fäll;0;true;1;4;17;39;2;698,48;5,46
17;40;1;Set C;Der Wassergehalt bei Beeren beträgt 90%;1;true;1;4;17;40;2;707,71;5,55
17;41;1;Set C;Die Wüste Dahna liegt in Saudi-Arabien;1;true;1;5;17;41;2;716,85;2,56
17;42;1;Set C;Die Ostgoten zählten zum Stamm der Normannen;1;false;1;4;17;42;2;722,39;2,66
17;43;1;Set C;Die Volksrepublik China wurde 1947 gegründet;1;false;1;1;17;43;2;728,17;6,02
17;44;1;Set D;Das Capybara ist das größte aller Beuteltier;0;false;1;2;17;44;2;737,72;3,22
17;45;1;Set D;Alle Uhren im Film 'Pulp Fiction' stehen auf 4.10 Uhr.;0;false;1;5;17;45;2;743,9;4,55
17;46;1;Set D;Bei den italienischen Wahlen 2008 traten 62 Parteien an.;0;false;0;2;17;46;2;751,48;4,65
17;47;1;Set C;Keime sterben auf Holz schneller ab als auf Plastik.;1;true;1;4;17;47;2;760,5;4,35
17;48;1;Set C;Der Reißverschluss wurde in Norwegen erfunden;1;false;1;3;17;48;2;767,93;1,81
17;49;1;Set D;Die Sektsteuer wurde von Friedrich Ebert eingeführt;0;false;1;3;17;49;2;772,6;4,96
17;50;1;Set C;Der mitteleuropäische Feldschwirl ist kein Zugvogel;1;false;1;3;17;50;2;780,54;2,97
17;51;1;Set D;Schweine können keinen Sonnenbrand bekommen;0;false;0;6;17;51;2;786,21;2,3
17;52;1;Set C;Spanholz besteht hauptsächlich aus Birkenholz;1;true;1;4;17;52;2;791,9;3,89
17;53;1;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;1;true;1;3;17;53;2;798,52;5,43
17;54;1;Set C;In Angola ist Spanisch die offizielle Amtssprache.;1;false;1;5;17;54;2;809,43;2,9
17;55;1;Set C;Beim Rugby gibt es 30 Spieler.;1;true;1;2;17;55;2;815,73;3,98
17;56;1;Set C;Wladimir Putin wurde in Murmansk geboren.;1;false;1;3;17;56;2;822,4;2,53
17;57;1;Set D;Das Domino-Spiel besteht aus 28 Steinen.;0;true;1;4;17;57;2;827,78;3,52
17;58;1;Set D;Der Javagraben ist die tiefste Meerestiefe der Welt.;0;false;0;2;17;58;2;834,45;5,01
17;59;1;Set D;Minerva ist die römische Göttin der Weishei;0;true;1;2;17;59;2;842,47;2,77
17;60;1;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;1;true;0;2;17;60;2;848,16;5,88
18;1;1;Set D;Das Capybara ist das größte aller Beuteltier;0;false;0;6;18;1;2;311,27;3,54
18;2;1;Set D;Die Luftpumpe ist eine französische Erfindung;0;false;1;2;18;2;2;318,71;3,34
18;3;1;Set D;Die Insektenkunde wird auch Entomologie genannt.;0;true;1;1;18;3;2;325,4;4,43
18;4;1;Set C;Nauru ist die kleinste souveräne Republik der Erde;1;true;1;1;18;4;2;332,75;5,53
